metric_type,average_hits,hit_rate_1,hit_rate_2,hit_rate_3,hit_rate_4,hit_rate_5,mrr,mean_min_rank,brier,log_loss,ece,data_path,train_draws,test_draws,train_span,test_span,train_end,test_size_param,eval_protocol,hit_thresholds,calibration_bins,feature_count,model,model_params
model,0.84,0.58,0.23,0.03,0.0,0.0,0.29110994714206795,7.11,0.1273702475282439,0.4364354689586544,0.07805756992745391,data/features/lotto_features.parquet,1010,100,"(101, 1110)","(1111, 1210)",,100,single_top6,"1,2,3,4,5",10,69,lightgbm,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 8, 'num_leaves': 63, 'min_data_in_leaf': 10}"
