metric_type,average_hits,hit_rate_1,hit_rate_2,hit_rate_3,hit_rate_4,hit_rate_5,mrr,mean_min_rank,brier,log_loss,ece,data_path,train_draws,test_draws,train_span,test_span,train_end,test_size_param,eval_protocol,hit_thresholds,calibration_bins,feature_count,model,model_params
model,0.83,0.57,0.2,0.06,0.0,0.0,0.3327549127429159,6.82,0.12311885183159989,0.41570703832436107,0.05686890184217029,data/features/lotto_features.parquet,1010,100,"(101, 1110)","(1111, 1210)",,100,single_top6,"1,2,3,4,5",10,69,xgboost,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 6, 'xgb_subsample': 0.8, 'xgb_colsample_bytree': 0.8}"
