metric_type,average_hits,hit_rate_1,hit_rate_2,hit_rate_3,hit_rate_4,hit_rate_5,mrr,mean_min_rank,brier,log_loss,ece,data_path,train_draws,test_draws,train_span,test_span,train_end,test_size_param,eval_protocol,hit_thresholds,calibration_bins,feature_count,model,model_params
model,0.7,0.53,0.15,0.02,0.0,0.0,0.2968229197273315,7.49,0.1155889239327002,0.39282312560220994,0.0005474888994205789,data/features/lotto_features.parquet,1010,100,"(101, 1110)","(1111, 1210)",,100,single_top6,"1,2,3,4,5",10,69,gbdt,"{'gbdt_max_iter': 200, 'gbdt_learning_rate': 0.1, 'gbdt_max_depth': 3}"
