metric_type,average_hits,hit_rate_1,hit_rate_2,hit_rate_3,hit_rate_4,hit_rate_5,mrr,mean_min_rank,brier,log_loss,ece,data_path,train_draws,test_draws,train_span,test_span,train_end,test_size_param,eval_protocol,hit_thresholds,calibration_bins,feature_count,model,model_params
model,0.64,0.5,0.13,0.01,0.0,0.0,0.2972804268744671,6.8,0.23566088458674514,0.6643943223586037,0.34603374757018845,data/features/lotto_features.parquet,1010,100,"(101, 1110)","(1111, 1210)",,100,single_top6,"1,2,3,4,5",10,69,randomforest,"{'n_estimators': 300, 'max_depth': 6}"
