metric_type,average_hits,hit_rate_1,hit_rate_2,hit_rate_3,hit_rate_4,hit_rate_5,mrr,mean_min_rank,brier,log_loss,ece,data_path,train_draws,test_draws,train_span,test_span,train_end,test_size_param,eval_protocol,hit_thresholds,calibration_bins,feature_count,model,model_params
model,0.65,0.525,0.1,0.025,0.0,0.0,0.3036107642357642,6.475,0.11675872050137935,0.3992519921413152,0.015694235508894133,data/features/lotto_features.parquet,1070,40,"(101, 1170)","(1171, 1210)",,40,single_top6,"1,2,3,4,5",10,69,mlp,"{'mlp_hidden_layers': '64,32', 'mlp_max_iter': 1000, 'mlp_learning_rate_init': 0.001, 'mlp_tol': 0.001, 'mlp_validation_fraction': 0.1, 'mlp_n_iter_no_change': 25, 'mlp_early_stopping': True}"
