metric_type,average_hits,hit_rate_1,hit_rate_2,hit_rate_3,hit_rate_4,hit_rate_5,mrr,mean_min_rank,brier,log_loss,ece,data_path,train_draws,test_draws,train_span,test_span,train_end,test_size_param,eval_protocol,hit_thresholds,calibration_bins,feature_count,model,model_params
model,0.78,0.62,0.14,0.02,0.0,0.0,0.3205035509725912,6.43,0.11722571879918049,0.40246593100798794,0.025050927373569308,data/features/lotto_features.parquet,1010,100,"(101, 1110)","(1111, 1210)",,100,single_top6,"1,2,3,4,5",10,69,mlp,"{'mlp_hidden_layers': '64,32', 'mlp_max_iter': 1000, 'mlp_learning_rate_init': 0.001, 'mlp_tol': 0.001, 'mlp_validation_fraction': 0.1, 'mlp_n_iter_no_change': 25, 'mlp_early_stopping': True}"
